id,domain,text,label,discourse_subtype,discourse_tree_json,unsupported_nucleus,evidence_density,contrast_density,closure_strength,weak_to_strong_inference,support_balance,defeater_presence,nucleus_pressure
dcw_0708,technical troubleshooting,"Because policy text and observed symptoms both support Nginx routing error, and the alternative database schema mismatch is considered, the conclusion is cautiously accepted.",grounded,consistent_abduction,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.286,0.699,0.626,0.014,0.347,0.696,0.56,0.06
dcw_0497,financial reasoning,"Although missing evidence could be relevant, it is ignored. Since one anecdotal report appears, expense misclassification must be true.",hallucinated,weak_evidence_amplification,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.948,0.323,0.119,0.8,0.589,0.012,0.295,0.96
dcw_0351,consumer dispute,The reasoning jumps from a vague symptom to misrepresentation. No competing explanation is discussed.,hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.934,0.028,0.315,0.986,0.5,0.308,0.12,0.599
dcw_0566,financial reasoning,"log messages suggests high-risk investment, but a contradictory observation weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.295,0.763,0.391,0.168,0.42,0.804,0.787,0.019
dcw_0565,travel planning,"prior measurements suggests route safety, but a known confounder weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,qualified_conclusion,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.03,0.912,0.584,0.524,0.19,0.659,0.493,0.062
dcw_0085,scientific explanation,"experimental artifact is asserted as the central conclusion, while the available evidence is only a superficial similarity.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.824,0.164,0.321,0.724,0.887,0.373,0.018,0.834
dcw_0723,medical diagnosis,"witness statements provides evidence, while a contradictory observation acts as a defeater. The conclusion is limited rather than absolute.",grounded,evidence_integration,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.393,0.707,0.649,0.009,0.377,0.917,0.456,0.39
dcw_0652,consumer dispute,"Because observed symptoms and transaction records both support settlement eligibility, and the alternative misrepresentation is considered, the conclusion is cautiously accepted.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.374,0.842,0.554,0.235,0.189,0.676,0.268,0.307
dcw_0053,financial reasoning,"a superficial similarity suggests a possibility, so the explanation concludes high-risk investment without considering alternatives.",hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.867,0.187,0.059,0.762,0.728,0.08,0.067,0.82
dcw_0294,consumer dispute,an unverified assumption is mentioned. This clearly proves misrepresentation. Therefore the conclusion is certain.,hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.586,0.338,0.051,0.67,0.696,0.299,0.022,0.953
dcw_0280,consumer dispute,The reasoning jumps from an unverified assumption to refund entitlement. No competing explanation is discussed.,hallucinated,premature_closure,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.864,0.207,0.241,0.555,0.605,0.32,0.114,0.826
dcw_0100,consumer dispute,The reasoning jumps from a vague symptom to misrepresentation. No competing explanation is discussed.,hallucinated,weak_evidence_amplification,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.781,0.337,0.056,0.564,0.924,0.373,0.153,0.607
dcw_0114,medical diagnosis,"Although a timing inconsistency could be relevant, it is ignored. Since an unverified assumption appears, a viral infection must be true.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.952,0.063,0.326,0.693,0.696,0.339,0.295,0.817
dcw_0426,consumer dispute,"Although a policy exception could be relevant, it is ignored. Since a vague symptom appears, misrepresentation must be true.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.6,0.331,0.327,0.785,0.914,0.522,0.326,0.663
dcw_0869,medical diagnosis,"transaction records provides evidence, while missing evidence acts as a defeater. The conclusion is limited rather than absolute.",grounded,qualified_conclusion,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.003,0.836,0.628,0.202,0.404,0.54,0.388,0.295
dcw_0501,technical troubleshooting,"Because prior measurements and policy text both support SSL certificate problem, and the alternative database schema mismatch is considered, the conclusion is cautiously accepted.",grounded,qualified_conclusion,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.278,0.844,0.572,0.148,0.18,0.957,0.63,0.02
dcw_0772,financial reasoning,The explanation preserves the contrast between expense misclassification and income stability. The final conclusion follows only after weighing both.,grounded,consistent_abduction,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.237,0.974,0.865,0.43,0.176,0.978,0.709,0.137
dcw_0295,financial reasoning,The reasoning jumps from a vague symptom to portfolio concentration risk. No competing explanation is discussed.,hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.661,0.448,0.07,0.881,0.547,0.366,0.026,0.725
dcw_0379,scientific explanation,"Although a known confounder could be relevant, it is ignored. Since a superficial similarity appears, abductive explanation must be true.",hallucinated,premature_closure,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.697,0.044,0.258,0.941,0.688,0.121,0.165,0.768
dcw_0499,medical diagnosis,"one anecdotal report suggests a possibility, so the explanation concludes a viral infection without considering alternatives.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.82,0.44,0.086,0.571,0.808,0.104,0.187,0.905
dcw_0491,financial reasoning,a weak correlation is mentioned. This clearly proves portfolio concentration risk. Therefore the conclusion is certain.,hallucinated,weak_evidence_amplification,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.723,0.358,0.308,0.829,0.67,0.516,0.274,0.754
dcw_0734,financial reasoning,"policy text provides evidence, while missing evidence acts as a defeater. The conclusion is limited rather than absolute.",grounded,contrast_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.002,0.538,0.315,0.302,0.177,0.567,0.557,0.207
dcw_0325,scientific explanation,"Although a policy exception could be relevant, it is ignored. Since an unverified assumption appears, causal mechanism must be true.",hallucinated,weak_evidence_amplification,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.792,0.443,0.014,0.724,0.883,0.529,0.066,0.748
dcw_0127,technical troubleshooting,"Nginx routing error is asserted as the central conclusion, while the available evidence is only an unverified assumption.",hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.737,0.247,0.165,0.792,0.832,0.12,0.03,0.89
dcw_0621,legal complaint,"witness statements suggests breach of warranty, but missing evidence weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,defeater_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.312,0.882,0.751,0.363,0.124,0.964,0.658,0.351
dcw_0492,scientific explanation,a vague symptom is mentioned. This clearly proves experimental artifact. Therefore the conclusion is certain.,hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.905,0.087,0.201,0.837,0.628,0.232,0.089,0.75
dcw_0599,legal complaint,"transaction records provides evidence, while an alternative explanation acts as a defeater. The conclusion is limited rather than absolute.",grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.303,0.77,0.609,0.351,0.015,0.598,0.885,0.311
dcw_0314,medical diagnosis,a single ambiguous clue is mentioned. This clearly proves a viral infection. Therefore the conclusion is certain.,hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.575,0.427,0.324,0.941,0.91,0.008,0.243,0.6
dcw_0793,consumer dispute,"The claim is supported by witness statements. However, misrepresentation remains possible, so the conclusion is qualified.",grounded,qualified_conclusion,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.171,0.464,0.603,0.052,0.439,0.907,0.328,0.392
dcw_0424,financial reasoning,"Although a known confounder could be relevant, it is ignored. Since a single ambiguous clue appears, expense misclassification must be true.",hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.657,0.067,0.01,0.909,0.655,0.267,0.121,0.74
dcw_0181,technical troubleshooting,The reasoning jumps from a weak correlation to OAuth token failure. No competing explanation is discussed.,hallucinated,unsupported_nucleus_promotion,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.625,0.071,0.271,0.952,0.837,0.063,0.259,0.551
dcw_0072,scientific explanation,a weak correlation is mentioned. This clearly proves abductive explanation. Therefore the conclusion is certain.,hallucinated,weak_evidence_amplification,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.843,0.346,0.252,0.647,0.726,0.126,0.119,0.754
dcw_0517,legal complaint,"The claim is supported by witness statements. However, bank chargeback eligibility remains possible, so the conclusion is qualified.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.325,0.803,0.716,0.493,0.176,0.62,0.284,0.003
dcw_0450,technical troubleshooting,"a vague symptom suggests a possibility, so the explanation concludes Nginx routing error without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.598,0.24,0.002,0.603,0.586,0.262,0.085,0.941
dcw_0700,consumer dispute,"The claim is supported by prior measurements. However, service non-performance remains possible, so the conclusion is qualified.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.045,0.934,0.741,0.158,0.436,0.629,0.681,0.064
dcw_0904,medical diagnosis,"log messages suggests colon cancer, but a timing inconsistency weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.37,0.978,0.383,0.49,0.255,0.455,0.469,0.343
dcw_0202,travel planning,The reasoning jumps from a single ambiguous clue to route safety. No competing explanation is discussed.,hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.564,0.424,0.02,0.95,0.579,0.056,0.072,0.635
dcw_0496,scientific explanation,The reasoning jumps from a superficial similarity to experimental artifact. No competing explanation is discussed.,hallucinated,premature_closure,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.73,0.372,0.002,0.554,0.679,0.305,0.05,0.748
dcw_0790,technical troubleshooting,The explanation preserves the contrast between Nginx routing error and SSL certificate problem. The final conclusion follows only after weighing both.,grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.236,0.734,0.892,0.147,0.405,0.63,0.494,0.08
dcw_0129,consumer dispute,"refund entitlement is asserted as the central conclusion, while the available evidence is only a vague symptom.",hallucinated,weak_evidence_amplification,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.756,0.026,0.162,0.913,0.862,0.218,0.286,0.886
dcw_0484,travel planning,"Although a known confounder could be relevant, it is ignored. Since a weak correlation appears, weather-related risk must be true.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.991,0.435,0.013,0.772,0.852,0.333,0.001,0.993
dcw_0778,financial reasoning,"Because policy text and policy text both support expense misclassification, and the alternative portfolio concentration risk is considered, the conclusion is cautiously accepted.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.073,0.766,0.545,0.43,0.333,0.972,0.828,0.221
dcw_0629,legal complaint,"The claim is supported by prior measurements. However, valid small-claims escalation remains possible, so the conclusion is qualified.",grounded,defeater_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.113,0.567,0.391,0.309,0.322,0.97,0.775,0.369
dcw_0591,travel planning,The explanation preserves the contrast between weather-related risk and route safety. The final conclusion follows only after weighing both.,grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.128,0.683,0.701,0.228,0.357,0.633,0.771,0.36
dcw_0383,medical diagnosis,"colon cancer is asserted as the central conclusion, while the available evidence is only a weak correlation.",hallucinated,premature_closure,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.766,0.359,0.287,0.754,0.62,0.307,0.004,0.879
dcw_0825,travel planning,"prior measurements suggests permit requirement, but a known confounder weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.183,0.552,0.394,0.176,0.321,0.722,0.621,0.337
dcw_0091,medical diagnosis,"a weak correlation suggests a possibility, so the explanation concludes gout without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.893,0.123,0.317,0.616,0.719,0.521,0.027,0.753
dcw_0278,consumer dispute,"Although a contradictory observation could be relevant, it is ignored. Since one anecdotal report appears, service non-performance must be true.",hallucinated,contradiction_omission,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.926,0.376,0.044,0.901,0.56,0.043,0.335,0.772
dcw_0970,technical troubleshooting,"The claim is supported by retrieved documents. However, SSL certificate problem remains possible, so the conclusion is qualified.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.189,0.454,0.493,0.293,0.308,0.941,0.321,0.42
dcw_0764,legal complaint,"prior measurements suggests merchant liability, but a contradictory observation weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,consistent_abduction,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.332,0.485,0.837,0.287,0.027,0.575,0.631,0.32
dcw_0086,medical diagnosis,"a superficial similarity suggests a possibility, so the explanation concludes a medication side effect without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.933,0.434,0.211,0.618,0.541,0.365,0.112,0.69
dcw_0064,technical troubleshooting,a vague symptom is mentioned. This clearly proves OAuth token failure. Therefore the conclusion is certain.,hallucinated,weak_evidence_amplification,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.716,0.337,0.092,0.721,0.819,0.204,0.236,0.762
dcw_0856,technical troubleshooting,The explanation preserves the contrast between Nginx routing error and database schema mismatch. The final conclusion follows only after weighing both.,grounded,qualified_conclusion,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.379,0.538,0.88,0.033,0.433,0.487,0.46,0.262
dcw_0659,medical diagnosis,"The claim is supported by log messages. However, gout remains possible, so the conclusion is qualified.",grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.385,0.707,0.72,0.152,0.442,0.647,0.806,0.277
dcw_0502,legal complaint,The explanation preserves the contrast between bank chargeback eligibility and breach of warranty. The final conclusion follows only after weighing both.,grounded,contrast_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.229,0.965,0.493,0.303,0.06,0.496,0.539,0.193
dcw_0667,financial reasoning,"Because policy text and witness statements both support expense misclassification, and the alternative high-risk investment is considered, the conclusion is cautiously accepted.",grounded,defeater_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.214,0.583,0.587,0.336,0.141,0.79,0.605,0.49
dcw_0933,financial reasoning,"witness statements suggests expense misclassification, but missing evidence weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.062,0.494,0.632,0.065,0.048,0.697,0.347,0.04
dcw_0352,financial reasoning,"a superficial similarity suggests a possibility, so the explanation concludes high-risk investment without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.722,0.172,0.191,0.848,0.737,0.104,0.047,0.966
dcw_0170,travel planning,The reasoning jumps from a weak correlation to weather-related risk. No competing explanation is discussed.,hallucinated,premature_closure,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.773,0.145,0.099,0.796,0.565,0.469,0.276,0.952
dcw_0981,consumer dispute,The explanation preserves the contrast between service non-performance and settlement eligibility. The final conclusion follows only after weighing both.,grounded,evidence_integration,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.142,1,0.752,0.428,0.429,0.921,0.592,0.069
dcw_0373,financial reasoning,a weak correlation is mentioned. This clearly proves high-risk investment. Therefore the conclusion is certain.,hallucinated,unsupported_nucleus_promotion,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.742,0.365,0.344,0.855,0.662,0.537,0.202,0.612
dcw_0196,technical troubleshooting,"Nginx routing error is asserted as the central conclusion, while the available evidence is only a vague symptom.",hallucinated,weak_evidence_amplification,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.559,0.215,0.116,0.826,0.903,0.187,0.062,0.911
dcw_0733,scientific explanation,"Because transaction records and witness statements both support experimental artifact, and the alternative causal mechanism is considered, the conclusion is cautiously accepted.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.321,0.702,0.357,0.0,0.066,0.936,0.446,0.044
dcw_0387,technical troubleshooting,"Nginx routing error is asserted as the central conclusion, while the available evidence is only a superficial similarity.",hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.644,0.335,0.028,0.709,0.634,0.374,0.097,0.579
dcw_0590,medical diagnosis,"The claim is supported by policy text. However, colon cancer remains possible, so the conclusion is qualified.",grounded,defeater_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.311,0.531,0.346,0.246,0.359,0.987,0.78,0.062
dcw_0828,travel planning,"The claim is supported by transaction records. However, route safety remains possible, so the conclusion is qualified.",grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.064,1,0.293,0.295,0.075,0.857,0.871,0.393
dcw_0530,financial reasoning,The explanation preserves the contrast between portfolio concentration risk and expense misclassification. The final conclusion follows only after weighing both.,grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.275,0.833,0.673,0.51,0.331,0.583,0.272,0.447
dcw_0340,scientific explanation,a single ambiguous clue is mentioned. This clearly proves abductive explanation. Therefore the conclusion is certain.,hallucinated,contradiction_omission,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.778,0.36,0.111,0.619,0.67,0.266,0.306,0.69
dcw_0582,medical diagnosis,"retrieved documents suggests colon cancer, but a known confounder weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,defeater_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.389,0.746,0.886,0.428,0.351,0.509,0.735,0.21
dcw_0940,technical troubleshooting,"log messages suggests SSL certificate problem, but missing evidence weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,qualified_conclusion,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.096,0.451,0.281,0.042,0.361,0.744,0.835,0.517
dcw_0138,technical troubleshooting,The reasoning jumps from a superficial similarity to OAuth token failure. No competing explanation is discussed.,hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.863,0.317,0.139,0.658,0.661,0.156,0.057,0.842
dcw_0357,technical troubleshooting,"a vague symptom suggests a possibility, so the explanation concludes database schema mismatch without considering alternatives.",hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.903,0.117,0.22,0.81,0.786,0.361,0.102,0.882
dcw_0545,travel planning,"Because observed symptoms and policy text both support permit requirement, and the alternative weather-related risk is considered, the conclusion is cautiously accepted.",grounded,qualified_conclusion,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.326,0.613,0.392,0.374,0.066,0.606,0.736,0.467
dcw_0189,technical troubleshooting,"Although a contradictory observation could be relevant, it is ignored. Since a superficial similarity appears, SSL certificate problem must be true.",hallucinated,contradiction_omission,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.978,0.385,0.068,0.798,0.547,0.056,0.278,0.605
